epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,35120.3,1.57558,1.93445,1.39799,0.77596,0.74247,0.79362,0.51276,1.00233,1.04857,1.07102,0.00596756,0.00596756,0.00596756
169,35577,1.56958,1.91597,1.40292,0.7734,0.75219,0.79445,0.51184,1.0005,1.04839,1.06975,0.00594341,0.00594341,0.00594341
170,36033.9,1.58548,1.91353,1.41137,0.77667,0.74692,0.79551,0.51224,1.0006,1.04654,1.06917,0.00591927,0.00591927,0.00591927
171,36490.4,1.57202,1.9128,1.38986,0.7804,0.74441,0.79588,0.51242,1.00027,1.04448,1.06848,0.00589512,0.00589512,0.00589512
172,36947.4,1.56024,1.88786,1.4052,0.77978,0.74329,0.79721,0.51424,0.99995,1.04342,1.06855,0.00587098,0.00587098,0.00587098
173,37403.9,1.6203,1.90639,1.43494,0.77871,0.74441,0.79543,0.51305,0.99974,1.04387,1.0678,0.00584683,0.00584683,0.00584683
174,37859.7,1.59499,1.94623,1.41393,0.78217,0.74247,0.79721,0.51279,0.99919,1.04638,1.06635,0.00582268,0.00582268,0.00582268
175,38315.6,1.5688,1.9016,1.39474,0.77802,0.74247,0.7953,0.51376,0.99887,1.04506,1.06625,0.00579854,0.00579854,0.00579854
176,38771.3,1.55731,1.85223,1.38927,0.77786,0.74538,0.79723,0.51408,0.99841,1.04309,1.06555,0.00577439,0.00577439,0.00577439
177,39227.4,1.58877,1.93886,1.42504,0.78018,0.745,0.79986,0.51514,0.99776,1.04337,1.06433,0.00575024,0.00575024,0.00575024
